product_type;mission;level;origin_level;instrument;mode;type;groups;published_by;consumed_by
L2VO_CH4___;S5;VDAF;VDAF;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
L2VO_CLOUD_;S5;VDAF;VDAF;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
L2VO_CO____;S5;VDAF;VDAF;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
L2VOHCHO__;S5;VDAF;VDAF;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
L2VONO2___;S5;VDAF;VDAF;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
L2VOO3_TCL;S5;VDAF;VDAF;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
L2VOO3__PR;S5;VDAF;VDAF;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
L2VOO3____;S5;VDAF;VDAF;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
L2VOSO2___;S5;VDAF;VDAF;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
OPER_L0__PDQ___;S5;L0_;L0_;TROPOMI;;;PRODUCT|L0;_|PRIP|LTA|DA|_;_|_|LTA|DA
MPC_AER_AI;S5;PyCAMA;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
MPC_AER_LH;S5;PyCAMA;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
MPC_CH4___;S5;PyCAMA;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
MPC_CLOUD_;S5;PyCAMA;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
MPC_CO____;S5;PyCAMA;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
MPC_FRESCO;S5;PyCAMA;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
MPC_HCHO__;S5;PyCAMA;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
MPC_NO2___;S5;PyCAMA;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
MPC_NP_BD3;S5;PyCAMA;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
MPC_NP_BD6;S5;PyCAMA;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
MPC_NP_BD7;S5;PyCAMA;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
MPC_O3____;S5;PyCAMA;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
MPC_O3__PR;S5;PyCAMA;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
MPC_O3_TCL;S5;PyCAMA;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
MPC_SO2___;S5;PyCAMA;PyCAMA;TROPOMI;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
OFFL_AUX_MET_2D;S5;AUX;PyCAMA;TROPOMI;;;AUX;_|PRIP|LTA|DA|_;_|_|_|DA
OFFL_AUX_MET_QP;S5;AUX;PyCAMA;TROPOMI;;;AUX;_|PRIP|LTA|DA|_;_|_|_|DA
OFFL_AUX_MET_TP;S5;AUX;PyCAMA;TROPOMI;;;AUX;_|PRIP|LTA|DA|_;_|_|_|DA
BUFR;S1;L2_;L2_;SAR;;;PRODUCT;_|PRIP|_|_|_;_|_|_|_
MSI_L1C___;S2;L1_;L1C;;;;BUNDLE;_|_|_|_|DHUS;_|_|_|_
MSI_L2A___;S2;L2_;L2A;;;;BUNDLE;_|_|_|_|DHUS;_|_|_|_
REP_MP_MP_;S1;MP;MP;;;;MP;AUXIP|_|_|_|_;AUXIP|_|_|_
MPL_MANPRE;S1;MP;MP;;;;MP;AUXIP|_|_|_|_;AUXIP|_|_|_
REP__SMPR_;S1;MP;MP;;;;MP;AUXIP|_|_|_|_;AUXIP|_|_|_
REP__SUP__;S1;MP;MP;;;;MP;AUXIP|_|_|_|_;AUXIP|_|_|_
MPL_MANPRE;S2;MP;MP;;;;MP;AUXIP|_|_|_|_;AUXIP|_|_|_
REP__CHF__;S2;MP;MP;;;;MP;AUXIP|_|_|_|_;AUXIP|_|_|_
REP__FCHF_;S2;MP;MP;;;;MP;AUXIP|_|_|_|_;AUXIP|_|_|_
REP__SUP__;S2;MP;MP;;;;MP;AUXIP|_|_|_|_;AUXIP|_|_|_
REP__SMPR_;S2;MP;MP;;;;MP;AUXIP|_|_|_|_;AUXIP|_|_|_
SR_2_SICNAX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|_|_;AUXIP|_|LTA|_
SR_2_SICSAX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|_|_;AUXIP|_|LTA|_
SR_2_SIFNAX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|_|_;AUXIP|_|LTA|_
SR_2_SIFSAX;S3;AUX;AUX;;;;AUX;AUXIP|_|LTA|_|_;AUXIP|_|LTA|_
